Model_Track,Target,Holdout_R2,Holdout_RMSE,Holdout_MAE,CV_R2_Mean,CV_R2_Lo,CV_R2_Hi,CV_RMSE_Mean,CV_RMSE_Lo,CV_RMSE_Hi
DS2-only CS,CS_MPa,0.9108452433014742,3.4665669497216043,2.338068578579989,0.9283724736267288,0.9194143506164913,0.9373305966369663,2.8630616301329486,2.7196431196667654,3.0064801405991317
DS2-only CO2,CO2_kgm3,0.9708927608581249,3.3818688476987715,1.7035660354044773,0.9845656728546979,0.9816117943000778,0.9875195514093179,2.268088973355846,2.0377627020139917,2.4984152446977
