NaOH_M,FineAgg_kgm3,CuringTemp_C,CuringTime_hr,Age_days,FA_binder_ratio,RCA_ratio,TotalCoarse_kgm3,Agg_Binder_ratio,CS_MPa,Source
14.0,650.0,60.0,48.0,14.0,0.75,0.5633802816901409,1420.0,3.175,34.2,DS1_RCA_GPC
14.0,650.0,60.0,72.0,14.0,0.75,0.5633802816901409,1420.0,3.175,43.6,DS1_RCA_GPC
14.0,650.0,24.0,24.0,28.0,0.75,0.5633802816901409,1420.0,3.175,31.0,DS1_RCA_GPC
14.0,650.0,48.0,24.0,28.0,0.75,0.5633802816901409,1420.0,3.175,31.0,DS1_RCA_GPC
14.0,650.0,48.0,48.0,28.0,0.75,0.5633802816901409,1420.0,3.175,36.1,DS1_RCA_GPC
14.0,650.0,48.0,72.0,28.0,0.75,0.5633802816901409,1420.0,3.175,44.0,DS1_RCA_GPC
14.0,650.0,60.0,24.0,28.0,0.75,0.5633802816901409,1420.0,3.175,30.6,DS1_RCA_GPC
14.0,650.0,60.0,48.0,28.0,0.75,0.5633802816901409,1420.0,3.175,37.1,DS1_RCA_GPC
14.0,650.0,60.0,72.0,28.0,0.75,0.5633802816901409,1420.0,3.175,44.8,DS1_RCA_GPC
8.0,765.670185,30.0,0.0,28.0,0.6,0.0,1010.929815,4.2299999999999995,46.57,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.6,0.0,969.4600256,3.9699999999999998,46.01,DS2_AAC
16.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,44.67,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.6,0.0,967.961046,4.1,43.71,DS2_AAC
6.0,790.9,24.0,0.0,28.0,0.25,0.0,539.4,2.7714583333333334,36.9526,DS2_AAC
10.0,781.1,24.0,0.0,28.0,0.25,0.0,532.7,2.7370833333333335,52.7928,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.5,0.0,1081.558448,5.0200000005405405,55.62,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.5,0.0,972.0,3.85,48.9542,DS2_AAC
12.0,776.2,24.0,0.0,28.0,0.25,0.0,529.4,2.7199999999999998,56.205,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.6,0.0,1081.558448,5.0200000005405405,42.95,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.5,0.0,1090.844597,5.180000000555555,46.68,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.7,0.0,972.0,3.85,25.6209,DS2_AAC
6.0,791.4,24.0,0.0,28.0,0.25,0.0,539.7,2.773125,38.5173,DS2_AAC
8.0,796.87,30.0,0.0,28.0,0.5,0.0,966.12,4.099976744186047,57.84,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.6,0.0,1070.455144,4.860000001052632,46.27,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.6,0.0,966.0,4.2299999999999995,46.5363,DS2_AAC
12.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,44.47,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.7,0.0,1010.929815,4.2299999999999995,38.16,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.6,0.0,1057.564014,4.7,46.35,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.6,0.0,1090.8,5.18,43.3535,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.7,0.0,972.0,3.85,29.5098,DS2_AAC
8.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,33.86,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,43.89,DS2_AAC
2.0,801.5,24.0,0.0,28.0,0.25,0.0,546.6,2.8085416666666663,8.47597,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.7,0.0,1026.649881,4.380000000000001,36.24,DS2_AAC
10.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,43.5,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.5,0.0,969.4600256,3.9699999999999998,59.23,DS2_AAC
4.0,787.2,24.0,0.0,28.0,0.25,0.0,543.7,2.7727083333333336,23.8675,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.5,0.0,1070.455144,4.860000001052632,55.85,DS2_AAC
8.0,776.39,30.0,0.0,28.0,0.7,0.0,1081.0,5.0199729729729725,31.44,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.7,0.0,1026.649881,4.380000000000001,26.95,DS2_AAC
8.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,38.88,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.7,0.0,1081.558448,5.0200000005405405,34.31,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.5,0.0,1043.045024,4.54,60.18,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.7,0.0,1090.8,5.18,41.4502,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.5,0.0,1043.045024,4.54,47.28,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,45.65,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.7,0.0,1043.045024,4.54,27.77,DS2_AAC
4.0,794.7,24.0,0.0,28.0,0.25,0.0,542.0,2.7847916666666666,12.9032,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.5,0.0,1081.558448,5.0200000005405405,46.84,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.7,0.0,969.4600256,3.9699999999999998,22.4,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.7,0.0,969.4600256,3.9699999999999998,38.66,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.5,0.0,971.9619525,3.85,47.64,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.5,0.0,1043.045024,4.54,56.36,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.5,0.0,1090.8,5.18,55.4079,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.6,0.0,972.0,3.85,56.732,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.5,0.0,1043.045024,4.54,48.14,DS2_AAC
10.0,781.8,24.0,0.0,28.0,0.25,0.0,533.2,2.7395833333333335,47.7477,DS2_AAC
4.0,798.6,24.0,0.0,28.0,0.25,0.0,544.6,2.7983333333333333,26.4399,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.7,0.0,1090.8,5.18,42.5076,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.7,0.0,972.0,3.85,44.3791,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.7,0.0,1057.564014,4.7,25.4,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.6,0.0,1010.929815,4.2299999999999995,44.67,DS2_AAC
16.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,40.73,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.7,0.0,966.0,4.2299999999999995,31.0894,DS2_AAC
8.0,785.0,24.0,0.0,28.0,0.25,0.0,535.4,2.7508333333333335,43.6449,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.7,0.0,966.0,4.2299999999999995,26.2011,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.5,0.0,1057.564014,4.7,60.08,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.6,0.0,1057.564014,4.7,48.75,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.5,0.0,1026.649881,4.380000000000001,60.28,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.6,0.0,972.0,3.85,50.7843,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.5,0.0,1090.844597,5.180000000555555,59.79,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.6,0.0,966.0,4.2299999999999995,51.4246,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.7,0.0,1090.8,5.18,28.5498,DS2_AAC
12.0,778.4,24.0,0.0,28.0,0.25,0.0,530.8,2.7274999999999996,49.2549,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.5,0.0,971.9619525,3.85,48.91,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.6,0.0,1090.844597,5.180000000555555,46.87,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.5,0.0,1081.558448,5.0200000005405405,50.73,DS2_AAC
12.0,772.9,24.0,0.0,28.0,0.25,0.0,527.1,2.7083333333333335,57.9035,DS2_AAC
8.0,783.5,24.0,0.0,28.0,0.25,0.0,534.4,2.745625,49.8769,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.7,0.0,969.4600256,3.9699999999999998,34.89,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.5,0.0,1070.455144,4.860000001052632,46.98,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.5,0.0,971.9619525,3.85,48.45,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.5,0.0,1057.564014,4.7,47.13,DS2_AAC
6.0,789.8,24.0,0.0,28.0,0.25,0.0,538.7,2.767708333333333,26.2869,DS2_AAC
12.0,774.8,24.0,0.0,28.0,0.25,0.0,528.4,2.7149999999999994,57.597,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.7,0.0,966.0,4.2299999999999995,38.1285,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.5,0.0,969.4600256,3.9699999999999998,47.71,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.6,0.0,1090.8,5.18,48.006,DS2_AAC
2.0,807.4,24.0,0.0,28.0,0.25,0.0,550.6,2.8291666666666666,11.4552,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.6,0.0,1090.844597,5.180000000555555,43.38,DS2_AAC
8.0,784.6,24.0,0.0,28.0,0.25,0.0,535.1,2.749375,44.8013,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.5,0.0,966.0,4.2299999999999995,60.419,DS2_AAC
16.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,41.93,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.7,0.0,967.961046,4.1,23.62,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.7,0.0,969.4600256,3.9699999999999998,25.88,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.6,0.0,1090.844597,5.180000000555555,42.32,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.7,0.0,966.0,4.2299999999999995,26.7877,DS2_AAC
8.0,770.0,30.0,24.0,28.0,0.6,0.0,973.0,4.841666666666667,51.53,DS2_AAC
8.0,784.2,24.0,0.0,28.0,0.25,0.0,534.8,2.747916666666667,47.3402,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.6,0.0,967.961046,4.1,51.04,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,42.37,DS2_AAC
2.0,810.6,24.0,0.0,28.0,0.25,0.0,552.8,2.840416666666667,12.4762,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,46.23,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.7,0.0,1026.649881,4.380000000000001,37.85,DS2_AAC
8.0,514.0,24.0,24.0,28.0,1.0,0.0,1117.0,3.077358490566038,42.8,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.5,0.0,966.0,4.2299999999999995,47.514,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.6,0.0,1090.8,5.18,51.1782,DS2_AAC
8.0,546.0,24.0,24.0,28.0,1.0,0.0,1188.0,4.527415143603133,29.62,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.7,0.0,1070.455144,4.860000001052632,34.79,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.6,0.0,972.0,3.85,41.8627,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.6,0.0,967.961046,4.1,46.27,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.5,0.0,966.0,4.2299999999999995,63.5475,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.7,0.0,1081.558448,5.0200000005405405,25.6,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.6,0.0,969.4600256,3.9699999999999998,42.91,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.5,0.0,1010.929815,4.2299999999999995,56.86,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.5,0.0,1010.929815,4.2299999999999995,46.48,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,43.54,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.5,0.0,972.0,3.85,54.2157,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.7,0.0,1090.844597,5.180000000555555,33.83,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.5,0.0,969.4600256,3.9699999999999998,51.9,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.6,0.0,1090.844597,5.180000000555555,47.92,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.7,0.0,1090.8,5.18,33.8369,DS2_AAC
10.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,42.11,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.5,0.0,967.961046,4.1,59.75,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.6,0.0,971.9619525,3.85,41.85,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.6,0.0,1026.649881,4.380000000000001,45.02,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.5,0.0,972.0,3.85,58.3333,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.5,0.0,966.0,4.2299999999999995,52.0112,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.5,0.0,971.9619525,3.85,58.53,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.5,0.0,972.0,3.85,47.5817,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.5,0.0,1090.844597,5.180000000555555,51.61,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.7,0.0,1026.649881,4.380000000000001,25.2,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.6,0.0,1043.045024,4.54,45.38,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.6,0.0,969.4600256,3.9699999999999998,50.89,DS2_AAC
12.0,770.4,24.0,0.0,28.0,0.25,0.0,525.4,2.6995833333333334,59.1157,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.7,0.0,1090.8,5.18,25.8006,DS2_AAC
4.0,795.4,24.0,0.0,28.0,0.25,0.0,542.4,2.7870833333333334,16.8676,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.7,0.0,1090.844597,5.180000000555555,31.11,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.7,0.0,967.961046,4.1,26.01,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.6,0.0,966.0,4.2299999999999995,46.1453,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.6,0.0,1090.8,5.18,57.3112,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.6,0.0,1010.929815,4.2299999999999995,46.08,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.7,0.0,1010.929815,4.2299999999999995,36.69,DS2_AAC
2.0,804.9,24.0,0.0,28.0,0.25,0.0,549.0,2.820625,11.0138,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,45.57,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.7,0.0,971.9619525,3.85,33.81,DS2_AAC
10.0,546.0,24.0,24.0,28.0,1.0,0.0,1188.0,4.527415143603133,31.39,DS2_AAC
8.0,777.3399744,30.0,0.0,28.0,0.5,0.0,969.4600256,3.9699999999999998,47.61,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.7,0.0,966.0,4.2299999999999995,25.0279,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.7,0.0,971.9619525,3.85,20.76,DS2_AAC
16.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,45.37,DS2_AAC
10.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,39.21,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.7,0.0,966.0,4.2299999999999995,40.4749,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.5,0.0,1090.844597,5.180000000555555,55.37,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.5,0.0,1070.455144,4.860000001052632,59.98,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.5,0.0,967.961046,4.1,47.15,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.7,0.0,1081.558448,5.0200000005405405,36.52,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.7,0.0,1090.8,5.18,33.8369,DS2_AAC
12.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,44.89,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,47.58,DS2_AAC
4.0,800.3,24.0,0.0,28.0,0.25,0.0,545.8,2.804375,25.9967,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,46.16,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.7,0.0,1043.045024,4.54,35.76,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.6,0.0,1010.929815,4.2299999999999995,51.22,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.5,0.0,1081.558448,5.0200000005405405,59.88,DS2_AAC
10.0,780.4,24.0,0.0,28.0,0.25,0.0,532.2,2.734583333333333,52.4324,DS2_AAC
10.0,776.6,24.0,0.0,28.0,0.25,0.0,529.6,2.72125,57.8378,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.7,0.0,1090.8,5.18,31.0876,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.5,0.0,1090.8,5.18,59.6375,DS2_AAC
8.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,38.17,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.6,0.0,1070.455144,4.860000001052632,47.91,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.7,0.0,1090.844597,5.180000000555555,25.71,DS2_AAC
8.0,530.7,24.0,24.0,28.0,1.0,0.0,1154.06,3.6348651564185546,32.43,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.5,0.0,1057.564014,4.7,56.11,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.6,0.0,1070.455144,4.860000001052632,46.12,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.7,0.0,966.0,4.2299999999999995,36.7598,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.5,0.0,1090.8,5.18,53.5045,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.5,0.0,966.0,4.2299999999999995,56.7039,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.6,0.0,972.0,3.85,45.7516,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.7,0.0,1057.564014,4.7,37.18,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.5,0.0,1090.8,5.18,52.4471,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.7,0.0,972.0,3.85,35.2288,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,44.67,DS2_AAC
12.0,546.0,24.0,24.0,28.0,1.0,0.0,1188.0,4.527415143603133,33.17,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.6,0.0,1090.8,5.18,55.6193,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.6,0.0,966.0,4.2299999999999995,58.8547,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.7,0.0,966.0,4.2299999999999995,43.6034,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.7,0.0,967.961046,4.1,38.43,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.5,0.0,1026.649881,4.380000000000001,47.28,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.5,0.0,1026.649881,4.380000000000001,56.62,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.7,0.0,1043.045024,4.54,25.3,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.6,0.0,971.9619525,3.85,45.68,DS2_AAC
8.0,773.9554032,30.0,0.0,28.0,0.7,0.0,1090.844597,5.180000000555555,36.19,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.7,0.0,1070.455144,4.860000001052632,29.43,DS2_AAC
8.0,770.0,30.0,24.0,28.0,0.7,0.0,973.0,4.841666666666667,33.68,DS2_AAC
8.0,785.6,24.0,0.0,28.0,0.25,0.0,535.7,2.7527083333333335,39.1869,DS2_AAC
10.0,779.4,24.0,0.0,28.0,0.25,0.0,531.6,2.73125,54.2342,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.5,0.0,972.0,3.85,61.9935,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.7,0.0,1010.929815,4.2299999999999995,25.11,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.5,0.0,1010.929815,4.2299999999999995,47.57,DS2_AAC
8.0,776.39,30.0,24.0,28.0,0.5,0.0,1081.0,5.0199729729729725,62.25,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.6,0.0,972.0,3.85,55.26,DS2_AAC
12.0,514.0,24.0,24.0,28.0,1.0,0.0,1117.0,3.077358490566038,38.54,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,47.92,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.6,0.0,1057.564014,4.7,52.01,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.6,0.0,967.961046,4.1,52.35,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.5,0.0,1010.929815,4.2299999999999995,53.26,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,46.16,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.7,0.0,1081.558448,5.0200000005405405,30.27,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.6,0.0,966.0,4.2299999999999995,44.581,DS2_AAC
12.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,41.82,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.6,0.0,1090.8,5.18,46.7372,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.5,0.0,1090.8,5.18,46.5257,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.6,0.0,966.0,4.2299999999999995,46.89,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.7,0.0,971.9619525,3.85,25.71,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.5,0.0,967.961046,4.1,47.59,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.7,0.0,1070.455144,4.860000001052632,36.85,DS2_AAC
10.0,778.2,24.0,0.0,28.0,0.25,0.0,530.7,2.726875,56.2162,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.5,0.0,1026.649881,4.380000000000001,47.43,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.6,0.0,1070.455144,4.860000001052632,52.15,DS2_AAC
8.0,765.670185,30.0,0.0,28.0,0.7,0.0,1010.929815,4.2299999999999995,26.17,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.7,0.0,972.0,3.85,38.8889,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.7,0.0,1070.455144,4.860000001052632,25.5,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.6,0.0,1090.8,5.18,51.23,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.7,0.0,972.0,3.85,38.6601,DS2_AAC
12.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,40.33,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.6,0.0,1081.558448,5.0200000005405405,46.2,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,45.87,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.6,0.0,1043.045024,4.54,44.85,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.7,0.0,972.0,3.85,20.5882,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.6,0.0,1090.8,5.18,53.2931,DS2_AAC
4.0,796.2,24.0,0.0,28.0,0.25,0.0,543.0,2.79,20.909,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.7,0.0,967.961046,4.1,35.7,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.5,0.0,972.0,3.85,59.98,DS2_AAC
10.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,37.63,DS2_AAC
12.0,530.7,24.0,24.0,28.0,1.0,0.0,1154.06,3.6348651564185546,35.98,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.5,0.0,1057.564014,4.7,49.25,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,46.86,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.6,0.0,1026.649881,4.380000000000001,54.26,DS2_AAC
6.0,790.5,24.0,0.0,28.0,0.25,0.0,539.1,2.77,35.5006,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.5,0.0,972.0,3.85,48.4967,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.6,0.0,1043.045024,4.54,46.42,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.6,0.0,972.0,3.85,54.2157,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.5,0.0,972.0,3.85,53.7582,DS2_AAC
8.0,760.5,30.0,24.0,28.0,0.6,0.0,972.0,3.85,49.8693,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,46.86,DS2_AAC
8.0,776.3448564,30.0,0.0,28.0,0.5,0.0,1070.455144,4.860000001052632,49.86,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.7,0.0,971.9619525,3.85,38.96,DS2_AAC
10.0,530.7,24.0,24.0,28.0,1.0,0.0,1154.06,3.6348651564185546,34.21,DS2_AAC
8.0,795.038954,30.0,0.0,28.0,0.5,0.0,967.961046,4.1,54.14,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.6,0.0,966.0,4.2299999999999995,58.8547,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.6,0.0,1081.558448,5.0200000005405405,46.49,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.7,0.0,1090.8,5.18,36.1631,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.6,0.0,971.9619525,3.85,45.88,DS2_AAC
8.0,760.5380475,30.0,0.0,28.0,0.6,0.0,971.9619525,3.85,50.69,DS2_AAC
6.0,790.0,24.0,0.0,28.0,0.25,0.0,538.8,2.768333333333333,28.2022,DS2_AAC
8.0,773.6,30.0,0.0,28.0,0.6,0.0,1042.38,4.53995,44.89,DS2_AAC
8.0,774.0,30.0,0.0,28.0,0.5,0.0,1090.8,5.18,51.6012,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.6,0.0,966.0,4.2299999999999995,62.1788,DS2_AAC
2.0,803.1,24.0,0.0,28.0,0.25,0.0,547.7,2.814166666666667,9.53802,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.7,0.0,1043.045024,4.54,37.52,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.5,0.0,966.0,4.2299999999999995,51.0335,DS2_AAC
