NaOH_M,FineAgg_kgm3,CuringTemp_C,CuringTime_hr,Age_days,FA_binder_ratio,RCA_ratio,TotalCoarse_kgm3,Agg_Binder_ratio,CS_MPa,Source
8.0,777.3399744,30.0,0.0,28.0,0.6,0.0,969.4600256,3.9699999999999998,45.96,DS2_AAC
8.0,810.6,30.0,0.0,28.0,0.5,0.0,966.0,4.2299999999999995,46.5363,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.6,0.0,1026.649881,4.380000000000001,46.5,DS2_AAC
14.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,42.57,DS2_AAC
8.0,775.8415522,30.0,0.0,28.0,0.6,0.0,1081.558448,5.0200000005405405,48.47,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.5,0.0,1090.8,5.18,65.3474,DS2_AAC
2.0,800.3,24.0,0.0,28.0,0.25,0.0,545.8,2.804375,8.03376,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.6,0.0,1057.564014,4.7,45.75,DS2_AAC
10.0,514.0,24.0,24.0,28.0,1.0,0.0,1117.0,3.077358490566038,30.105,DS2_AAC
8.0,785.3,24.0,0.0,28.0,0.25,0.0,535.6,2.751875,40.4923,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.7,0.0,1057.564014,4.7,28.6,DS2_AAC
8.0,774.0,30.0,24.0,28.0,0.5,0.0,1090.8,5.18,61.9637,DS2_AAC
12.0,777.4,24.0,0.0,28.0,0.25,0.0,530.2,2.7241666666666666,54.9901,DS2_AAC
8.0,772.954976,30.0,0.0,28.0,0.6,0.0,1043.045024,4.54,49.59,DS2_AAC
8.0,810.6,30.0,24.0,28.0,0.5,0.0,966.0,4.2299999999999995,56.7039,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.6,0.0,972.0,3.85,45.7516,DS2_AAC
8.0,775.435986,30.0,0.0,28.0,0.7,0.0,1057.564014,4.7,35.27,DS2_AAC
8.0,547.0,24.0,24.0,28.0,1.0,0.0,1276.8,4.2711943793911,35.2,DS2_AAC
6.0,790.3,24.0,0.0,28.0,0.25,0.0,538.9,2.769166666666666,33.5856,DS2_AAC
8.0,769.150119,30.0,0.0,28.0,0.6,0.0,1026.649881,4.380000000000001,50.43,DS2_AAC
8.0,760.5,30.0,0.0,28.0,0.7,0.0,972.0,3.85,33.8562,DS2_AAC
